HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Image_url,commands,Approve,Reject
3RIHDBQ1NESDPJCHEH9VVHTU0UUMHF,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:45 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:50 PDT 2015,,,30H4UDGLT3C8OK8YNXM1SAQ5APDMPX,A2X086XOF7MLPD,Approved,Mon Oct 12 13:12:41 PDT 2015,Mon Oct 12 13:22:23 PDT 2015,Tue Oct 13 01:22:23 PDT 2015,2015-10-13 08:25:19 UTC,,,582,100% (4/4),100% (4/4),100% (4/4),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0887.gif,Place block</br>Place block next to first</br>Place third block next to second</br>Place fourth block next to third</br>Leave a space instead of placing fifth block</br>Next row</br>Place first block</br>Place second block next to first</br>Leave a space in row where third block should be</br>Place fourth block </br>Place fifth block over space in first row</br>New row</br>Place first block</br>New row</br>Place first block,X,
378G7J1SJLSXALFTSI7CJCY86GGEWI,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:46 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:46 PDT 2015,,,3Z3ZLGNNSJOS2A13HSWBWG79FUGQ3A,AENW881YO2H8S,Approved,Mon Oct 12 13:01:07 PDT 2015,Mon Oct 12 13:02:40 PDT 2015,Tue Oct 13 01:02:40 PDT 2015,2015-10-13 08:05:18 UTC,,,93,100% (22/22),100% (22/22),100% (22/22),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0468.gif,Place a row of 4 blocks.</br>Place 4 more blocks in a column below the right-most block.</br>Place one block to the right of the second-lowest block</br>Place one block to the right of the second-highest block.,X,
3H4IKZHALBCBHXJSTGJ8DGFQRWENNQ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:59 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:02 PDT 2015,,,33PPO7FECW9D34FHX9XE0N2ZFXTDIX,A2AWBDW9V1E9KT,Approved,Mon Oct 12 13:23:51 PDT 2015,Mon Oct 12 14:21:02 PDT 2015,Tue Oct 13 02:21:02 PDT 2015,Mon Oct 12 22:23:51 PDT 2015,,,3431,100% (94/94),100% (94/94),100% (94/94),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0710.gif,"Begin with a horizontal line of 4 blocks. Call these A, B, C, and D, starting from the left. </br>But 2 blocks below A. </br>Put 1 block below C</br>Put 3 blocks below D",X,
3CMIQF80GNKOD9QSARP8FZO91HB6QL,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:27 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:33 PDT 2015,,,3RWE2M8QWI4BILPEIDMBQOEX77ZN0F,A19WXS1CLVLEEX,Approved,Mon Oct 12 11:32:19 PDT 2015,Mon Oct 12 11:36:00 PDT 2015,Mon Oct 12 23:36:00 PDT 2015,2015-10-13 06:40:17 UTC,,,221,100% (1/1),100% (1/1),100% (1/1),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0019.gif,"7th grid from left and 7th from bottom, place a block. Place one more block directly above that one. Immediately to the right of the first block you placed, place 4 more blocks horizontally. The 2nd block from the right, place 4 blocks immediately above vertically.",X,
34ZTTGSNJXI4AYA96AGCCQDZAVRHQX,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:53 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:15 PDT 2015,,,31JLPPHS2VOPHYON2F477BC90T03OH,A21YQXPL0SNNR2,Approved,Mon Oct 12 13:11:06 PDT 2015,Mon Oct 12 13:11:33 PDT 2015,Tue Oct 13 01:11:33 PDT 2015,Mon Oct 12 22:23:21 PDT 2015,,,27,100% (175/175),100% (175/175),100% (175/175),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0997.gif,"Start with any block, if a block is already filled in, keep it filled in</br>Put a block to the right of the last block</br>Put a block below the last block</br>Put a block below the last block</br>Put a block below the last block</br>Put a block to the left of the last block</br>Put a block to the left of the last block</br>Put a block to the left of the last block</br>Put a block below the last block</br>Put a block above the last block</br>Put a block to the left of the last block",X,
3QTFNPMJC6C5YMXBW4U283MZ1ALZNI,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:49 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:02 PDT 2015,,,3U088ZLJVLN15FYSAEDYM7RO0JI0WY,A1LRJ2MQD4AMES,Approved,Mon Oct 12 13:26:20 PDT 2015,Mon Oct 12 13:27:07 PDT 2015,Tue Oct 13 01:27:07 PDT 2015,2015-10-13 08:30:18 UTC,,,47,100% (36/36),100% (36/36),100% (36/36),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0945.gif,Stack 3 vertical dots</br>Line 4 horizontal dots to the right of the middle dot in the stack</br>Put 1 dot below each of the the 3 rightmost dots in the horizontal row,X,
3CVDZS288HUTBNLBJRLVSWHHKFIFMB,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:41 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:40 PDT 2015,,,3XIQGXAUMD2UCQ325IUT35FIHZDX77,AWW4I36TBGE2D,Approved,Mon Oct 12 11:12:02 PDT 2015,Mon Oct 12 11:14:59 PDT 2015,Mon Oct 12 23:14:59 PDT 2015,Mon Oct 12 22:23:42 PDT 2015,,,177,100% (76/76),100% (76/76),100% (76/76),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0847.gif,"Place 4 blocks vertically in a column</br>Place 1 block directly left of the 1st vertical block</br>Place 2 blocks directly to the left and right horizontally of the lowest block in the column</br>Place 1 block diagonal left and down from the last block of the vertical column, corners touching",X,
3VW0145YLY69GP772HCG7U99DMYMJK,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:47 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:47 PDT 2015,,,3RGU30DZTB2C2950SKHHVE4T1QZMJP,A2AWBDW9V1E9KT,Approved,Mon Oct 12 12:04:46 PDT 2015,Mon Oct 12 12:53:33 PDT 2015,Tue Oct 13 00:53:33 PDT 2015,Mon Oct 12 22:24:40 PDT 2015,,,2927,100% (94/94),100% (94/94),100% (94/94),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0914.gif,"Start with a vertical line of 4 blocks, call these A, B, C, and D starting from the top. </br>Put 1 block to the right of C</br>Put 1 block to the left of D</br>Put 1 block to the left of C</br>Put 3 block to the the left of B",X,
33KGGVH24UBDFKQ7QZ8JEBTLQ9IX1B,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:40 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:40 PDT 2015,,,3BGYGHDBBYEMP93ZBHS5HO4ETA122W,A2FI2VTA8JVYS6,Approved,Mon Oct 12 12:29:08 PDT 2015,Mon Oct 12 12:38:07 PDT 2015,Tue Oct 13 00:38:07 PDT 2015,Mon Oct 12 23:43:11 PDT 2015,,,539,100% (24/24),100% (24/24),100% (24/24),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0196.gif,"Place a single column, vertically, of five blocks.  Place a single block on both the left and right sides of the lowest block in the column.  Then place a single block directly above the lowest and right most positioned block.  Then place a single block directly to the right of the upper most block in the column.  Then place a single block below the block in the upper most and right most positioning.",X,
3KI0JD2ZU1CE7RLDESG2F87EWRK76P,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:32 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:48 PDT 2015,,,3DIP6YHAPDMP64H4KIW7TGQ6CDHE8B,A3TMUAPCRFG63N,Approved,Mon Oct 12 12:18:19 PDT 2015,Mon Oct 12 12:19:05 PDT 2015,Tue Oct 13 00:19:05 PDT 2015,Mon Oct 12 22:24:00 PDT 2015,,,46,100% (110/110),100% (110/110),100% (110/110),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0090.gif,place four horizontal blocks</br>place one block below the second horizontal block</br>place one block below the third horizontal block</br>place three blocks above the last horizontal block</br>place one block to the right of the highest block,X,
3EQVJH0T40FH2E21NEA7HVOMU2QHTB,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:54 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:32 PDT 2015,,,3J4Q2Z4UTZXPT83RRC7D1DI6DNGQWM,APLBF6JY2C1QZ,Approved,Mon Oct 12 13:25:39 PDT 2015,Mon Oct 12 13:27:30 PDT 2015,Tue Oct 13 01:27:30 PDT 2015,2015-10-13 08:30:18 UTC,,,111,100% (6/6),100% (6/6),100% (6/6),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0606.gif,Place only one block in the first row.</br>New Row. Place only one block directly below the block above.</br>New Row. Place only one block directly below the block above. </br>New Row. Place three blocks horizontally with the middle block directly below the block above.</br>New Row. Place four blocks horizontally with the first three (left most) blocks directly below the three blocks above.,X,
3L60IFZKF3CRX5B6NKTI3CLYJ8VHH1,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:46 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:46 PDT 2015,,,33FBRBDW6PTA96XQORQC3SQ3R1X8C5,A21SF3IKIZB0VN,Approved,Mon Oct 12 11:35:25 PDT 2015,Mon Oct 12 11:43:34 PDT 2015,Mon Oct 12 23:43:34 PDT 2015,2015-10-13 06:45:18 UTC,,,489,100% (1/1),100% (1/1),100% (1/1),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0479.gif,"Place five blocks in a row, horizontally.</br>On the far left of the row, place one block immediately below the first block on the row.</br>On the second block in the five block row, place three blocks in a column, immediately above the second block in the row</br>On the top of of the column you just created, place one block immediately to the left of the top most block in the column.",X,
3PN6H8C9R4KVB2YQVI00V5JWELDADB,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:47 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:55 PDT 2015,,,3S0TNUHWKUCKEY34ONLNNY8LC1AD8B,A2O31IKB0RQXPE,Approved,Mon Oct 12 11:41:48 PDT 2015,Mon Oct 12 11:42:57 PDT 2015,Mon Oct 12 23:42:57 PDT 2015,Mon Oct 12 22:24:18 PDT 2015,,,69,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0915.gif,"For the first row place five blocks horizontally next to each other.</br>Pace one block on top of the block that is second from the right in the first row.</br>Place one block directly below the block that is second from the right in the first row. </br>Place three block vertically, on top of the right block of the first row.",X,
34R0BODSP1T3X209WHK3TCLVMJD5ET,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:54 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:35 PDT 2015,,,3ATTHHXXWBIR1AKYO9YQUU5RVF5XIJ,A21YQXPL0SNNR2,Approved,Mon Oct 12 13:31:18 PDT 2015,Mon Oct 12 13:31:36 PDT 2015,Tue Oct 13 01:31:36 PDT 2015,Mon Oct 12 22:23:20 PDT 2015,,,18,100% (175/175),100% (175/175),100% (175/175),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0616.gif,"Start with any block, if a block is already filled in, keep it filled in</br>Put a block below the last block</br>Put a block below the last block</br>Put a block below the last block</br>Put a block to the right of the last block</br>Put a block to the left of the last block</br>Put a block to the left of the last block</br>Put a block above the last block</br>Put a block to the left of the last block</br>Put a block below the last block</br>Put a block below the last block",X,
35XW21VSVG8I9A8CPZKFZIL790LLSX,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:26 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:31 PDT 2015,,,3PM8NZGV8ZA4I88H1H3Z3WWDMP3QXW,A1I9ZBV75AVWUS,Approved,Mon Oct 12 10:53:16 PDT 2015,Mon Oct 12 11:17:37 PDT 2015,Mon Oct 12 23:17:37 PDT 2015,Mon Oct 12 22:23:26 PDT 2015,,,1461,100% (73/73),100% (73/73),100% (73/73),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0007.gif,Place four blocks horizontally</br>Place a block above the rightmost block</br>Place four blocks above the second block from the right</br>Place one block to the right of the topmost block,X,
3LG268AV380S2PY7TOX6WDQRE11RES,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:46 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:50 PDT 2015,,,3ATPCQ38J941VXRAHHSFWAOHKDRAYV,A3TMUAPCRFG63N,Approved,Mon Oct 12 13:08:27 PDT 2015,Mon Oct 12 13:10:06 PDT 2015,Tue Oct 13 01:10:06 PDT 2015,Mon Oct 12 22:24:06 PDT 2015,,,99,100% (110/110),100% (110/110),100% (110/110),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0478.gif,place five blocks vertically</br>place one block to the right of the top block</br>place two blocks to the left of the fourth block down</br>place one block to the right of the fourth block down</br>place one block to the right of the bottom block,X,
3E9ZFLPWOYMOFQM5Y6TP6AA77BUIXP,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:57 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:53 PDT 2015,,,3E4GGUZ1T9LH6P7P0NY9HKQ8AAU2KP,A1OU9O4WETRJBL,Approved,Mon Oct 12 13:30:02 PDT 2015,Mon Oct 12 14:04:45 PDT 2015,Tue Oct 13 02:04:45 PDT 2015,2015-10-13 09:05:17 UTC,,,2083,100% (23/23),100% (23/23),100% (23/23),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0679.gif,Place a row of four blocks. Place a block under the first block. Place three blocks going up from the third block in the initial row. Now place two blocks left of the last block that was placed.,X,
35ZRNT9RUISMVEQUCCZ6JRHPCPRO3P,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:28 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:38 PDT 2015,,,3LOZAJ85YE7NQP6WZ6DY7EYA6J5X25,A13VIJ7G997ZCY,Approved,Mon Oct 12 13:10:09 PDT 2015,Mon Oct 12 13:11:24 PDT 2015,Tue Oct 13 01:11:24 PDT 2015,2015-10-13 08:15:17 UTC,,,75,100% (8/8),100% (8/8),100% (8/8),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0038.gif,Place five blocks in a horizontal row.</br>Place one block directly below the first block in the row.</br>Place three blocks directly below the last block in the row.</br>Place one block directly to the left of the lowest block in the column you just placed.,X,
3WJGKMRWVI3J4HVOFWWR109KEOYDCG,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:50 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:05 PDT 2015,,,3W8CV64QJ3T14JRGFBAREFIUOZS9HC,A1NGGAVIGC9O7V,Approved,Mon Oct 12 12:19:28 PDT 2015,Mon Oct 12 12:20:24 PDT 2015,Tue Oct 13 00:20:24 PDT 2015,Mon Oct 12 22:24:41 PDT 2015,,,56,100% (109/109),100% (109/109),100% (109/109),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0956.gif,Place a vertical row of five blocks.</br>Place three blocks to the right of the second block from the bottom.</br>Place two blocks above the second block from the right of the horizontal row you just created.,X,
3SX4X51T803MFZPFLREG6ZVVIZJOAL,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:32 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:32 PDT 2015,,,33PPUNGG39ZTZ4NWFEGK57MTQBGZRG,A1NGGAVIGC9O7V,Approved,Mon Oct 12 12:45:05 PDT 2015,Mon Oct 12 12:45:47 PDT 2015,Tue Oct 13 00:45:47 PDT 2015,Mon Oct 12 22:24:28 PDT 2015,,,42,100% (109/109),100% (109/109),100% (109/109),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0092.gif,Place a horizontal row of four blocks.</br>Place three blocks above the block farthest to the right.</br>Place one block above the second block from the left in the original row.</br>Place one block below the block farthest to the left in the original row.</br>Place one block to the right of the block you just placed.,X,
3BJKPTD2QC6UR8G4JJM1VZQSHBORTI,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:56 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:46 PDT 2015,,,3ATPCQ38J941VXRAHHSFWAOHKDUYAM,A3793ZTAPULNYN,Rejected,Mon Oct 12 13:33:09 PDT 2015,Mon Oct 12 13:34:03 PDT 2015,Tue Oct 13 01:34:03 PDT 2015,,Mon Oct 12 22:43:29 PDT 2015,Instructions are not specific and in several cases incorrect,54,0% (0/48),0% (0/48),0% (0/48),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0652.gif,Place 5 across. </br>Place 4 under the 5th one.</br>Place 1 on the left of the second to last one.,X,
3T2HW4QDUV171RI73GRPF4QUN3IC9X,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:53 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:16 PDT 2015,,,34QN5IT0T0LQFE2ACBXS8RO2ICG80S,A21YQXPL0SNNR2,Approved,Mon Oct 12 13:30:35 PDT 2015,Mon Oct 12 13:31:06 PDT 2015,Tue Oct 13 01:31:06 PDT 2015,Mon Oct 12 22:24:29 PDT 2015,,,31,100% (175/175),100% (175/175),100% (175/175),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0576.gif,"Start with any block, if a block is already filled in, keep it filled in</br>Put a block to the right of the last block</br>Put a block to the right of the last block</br>Put a block to the right of the last block</br>Put a block to the right of the last block</br>Put a block to the left of the last block</br>Put a block above the last block</br>Put a block to the left of the last block</br>Put a block to the left of the last block</br>Put a block to the right of the last block</br>Put a block above the last block</br>Put a block above the last block",X,
35U0MRQMUJ167NSDWM5C2M9839KOVM,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:53 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:14 PDT 2015,,,3IXEICO793D4R9GDHYO48OUG9SK6TD,A1RT9SQ9D9DLOV,Approved,Mon Oct 12 13:14:17 PDT 2015,Mon Oct 12 13:15:37 PDT 2015,Tue Oct 13 01:15:37 PDT 2015,2015-10-13 08:20:17 UTC,,,80,100% (50/50),100% (50/50),100% (50/50),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0566.gif,"Place a row of five blocks above the center of the grid.</br>Add a row of two blocks just below the original row, aligned on the right hand side.</br>Add a single block just below the leftmost block of the previous row.</br>Add a row of two blocks just below the previous block, aligned on the right hand side.",X,
3VQTAXTYN3FMBEE4NRQL0G7QI3SBUG,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:45 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:45 PDT 2015,,,3F6HPJW4JEU81P16P1HC5VK3XHL2W3,AIC8CB12DQC0K,Approved,Mon Oct 12 11:04:05 PDT 2015,Mon Oct 12 11:14:24 PDT 2015,Mon Oct 12 23:14:24 PDT 2015,2015-10-13 06:15:19 UTC,,,619,100% (32/32),100% (24/24),100% (24/24),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0890.gif,"Put three blocks in a vertical line</br>Place two blocks to the left of the line</br>Put two more blocks to the left of the blocks you just placed.</br>Again, two more blocks to the left of those blocks.</br>Put one block to the left of the prior placed blocks.  The lone block should be placed next to the bottom block on it's right.",X,
3GVPRXWRPHOU0BGEGTPRCBXJ5IFI7U,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:38 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:04 PDT 2015,,,3M23Y66PO313C93YSYJEYJYU792S66,A3793ZTAPULNYN,Rejected,Mon Oct 12 12:48:24 PDT 2015,Mon Oct 12 12:49:55 PDT 2015,Tue Oct 13 00:49:55 PDT 2015,,Mon Oct 12 22:43:30 PDT 2015,Instructions are not specific and in several cases incorrect,91,0% (0/48),0% (0/48),0% (0/48),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0178.gif,Make a horizontal line of 3 blocks.</br>Place a row of 4 above it making that row start from the second block. </br>Then place two blocks vertically above the second to last block.,X,
3GL25Y6843OAB9CWJLRHY3HOOKDMX8,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:58 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:55 PDT 2015,,,37M28K1J0R7B08WBVHRCMN9T79NAJ6,A2AWBDW9V1E9KT,Approved,Mon Oct 12 13:36:25 PDT 2015,Mon Oct 12 13:58:13 PDT 2015,Tue Oct 13 01:58:13 PDT 2015,Mon Oct 12 22:23:52 PDT 2015,,,1308,100% (94/94),100% (94/94),100% (94/94),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0686.gif,"Start with a vertical line of 4 blocks.  Call these A, B, C, and D, starting from the top. </br>Put 1 block to the right of D. </br>Put 1 block to the left of B</br>Put 1 block to the right of B</br>Put 3 blocks to the left of A",X,
3ZVPAMTJWNXQM3UYZJNUWGB3RHGGRY,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:32 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:49 PDT 2015,,,3II4UPYCOK1QK230AH2N9PTL67BDQ1,AWW4I36TBGE2D,Approved,Mon Oct 12 13:31:50 PDT 2015,Mon Oct 12 14:12:48 PDT 2015,Tue Oct 13 02:12:48 PDT 2015,Mon Oct 12 22:24:50 PDT 2015,,,2458,100% (76/76),100% (76/76),100% (76/76),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0095.gif,Place 4 blocks in a vertical column</br>Place 1 block on each horizontal side of the top block</br>Place 1 block to the right of the 2nd vertical block</br>Place 3 blocks to the left of the last vertical block,X,
3CVBMEMMXBAU4G5UAB76CZW455ZH7Z,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:40 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:40 PDT 2015,,,3NAPMVF0ZX9TBA05HT90DFLM4QF274,A2O7H7VXLFN6BP,Approved,Mon Oct 12 11:39:01 PDT 2015,Mon Oct 12 11:39:55 PDT 2015,Mon Oct 12 23:39:55 PDT 2015,Mon Oct 12 22:23:44 PDT 2015,,,54,100% (54/54),100% (54/54),100% (54/54),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0824.gif,Place 1 block somewhere near the middle of the grid.</br>Place 3 blocks to the right of the starting block.</br>Place 1 block under the starting block.</br>Find the middle block in the starting block's row.</br>Place 4 blocks under it.</br>Find the second lowest block.</br>Place 1 block to the right of it.</br>Place 1 block under the previously placed block.,X,
